pathway,from_region,to_region,from_country,to_country,max_flow,max_counter_flow,voltage,distance,year_planned,source_1,source_2,assumptions,other_notes
TRNCOGXXGABXX,COGXX,GABXX,COG,GAB,0,0,-,-,-,"https://www.pietrangeli.com/intgaco-gabon-congo-interconnection-high-voltage-transmission-system/#:~:text=High%20Voltage%20Interconnector,-The%20assignment%2C%20financed&text=In%20particular%2C%20it%20is%20the,110%2F63%20kV%20associated%20substations.",-,-,"No planned capacity or existing capacity. Feasibility studies have been undertaken, but no planned capacity at present."
TRNCOLXXECUXX,COLXX,ECUXX,COL,ECU,1500,1500,500,515,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-,No completion year to be found for the planned Jamondino - El Inga interconnection.
TRNCOLXXPANXX,COLXX,PANXX,COL,PAN,400,400,300,500,-,https://www.cepal.org/sites/default/files/events/files/foreplen_sesion5_cier_0.pdf,-,-,No expected commissioning year as of now.
TRNCOLXXPERXX,COLXX,PERXX,COL,PER,0,0,-,-,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,-,-,No listed planned interconnector projects in the CIER document.
TRNCOLXXVENXX,COLXX,VENXX,COL,VEN,0,0,-,-,-,https://www.cier.org/es-uy/Lists/EstadisticasLD/MapaInterconexiones.pdf,https://foreignpolicy.com/2023/01/13/venezuela-colombia-gas-deal-energy-economy-latin-america-maduro-petro/,-,No listed planned interconnector projects in the CIER document.
TRNCRIXXNICXX,CRIXX,NICXX,CRI,NIC,300,300,230,-,-,https://www.cepal.org/sites/default/files/events/files/foreplen_sesion5_cier_0.pdf,-,-,Addition of second circuit on existing SIEPAC pathways is planned but no expected commissioning year as of now.
TRNCRIXXPANXX,CRIXX,PANXX,CRI,PAN,300,300,230,-,-,https://www.cepal.org/sites/default/files/events/files/foreplen_sesion5_cier_0.pdf,-,-,Addition of second circuit on existing SIEPAC pathways is planned but no expected commissioning year as of now.
TRNCYPXXEGYXX,CYPXX,EGYXX,CYP,EGY,2000,2000,-,-,-,https://www.euroafrica-interconnector.com/,-,-,-
TRNCYPXXGRCXX,CYPXX,GRCXX,CYP,GRC,2000,2000,-,-,-,https://euroasia-interconnector.com/at-glance/,-,-,-
TRNCYPXXISRXX,CYPXX,ISRXX,CYP,ISR,2000,2000,-,-,-,https://euroasia-interconnector.com/at-glance/,-,-,-
TRNCYPXXLBNXX,CYPXX,LBNXX,CYP,LBN,0,0,-,-,-,https://euroasia-interconnector.com/at-glance/,-,-,-
TRNCYPXXSYRXX,CYPXX,SYRXX,CYP,SYR,0,0,-,-,-,https://euroasia-interconnector.com/at-glance/,-,-,-
TRNCYPXXTURXX,CYPXX,TURXX,CYP,TUR,0,0,-,-,-,https://cyprus-mail.com/2023/07/02/norths-electricity-deal-with-turkey-as-elusive-as-ever/,-,-,"It seems there's some discussion about a potential interconnector from Northern Cyprus to Turkey, but nothing concrete planned yet."
TRNCZEXXDEUXX,CZEXX,DEUXX,CZE,DEU,500,500,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNCZEXXDEUXX,CZEXX,DEUXX,CZE,DEU,150,150,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNCZEXXDEUXX,CZEXX,DEUXX,CZE,DEU,500,500,-,-,2040,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNCZEXXDEUXX,CZEXX,DEUXX,CZE,DEU,0,500,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNCZEXXPOLXX,CZEXX,POLXX,CZE,POL,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNCZEXXSVKXX,CZEXX,SVKXX,CZE,SVK,500,500,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXDNKXX,DEUXX,DNKXX,DEU,DNK,1000,1000,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXFRAXX,DEUXX,FRAXX,DEU,FRA,300,300,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXFRAXX,DEUXX,FRAXX,DEU,FRA,1500,1500,-,-,2040,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXGBRXX,DEUXX,GBRXX,DEU,GBR,1400,1400,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXGBRXX,DEUXX,GBRXX,DEU,GBR,1400,1400,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNDEUXXLUXXX,DEUXX,LUXXX,DEU,LUX,1000,1000,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXLUXXX,DEUXX,LUXXX,DEU,LUX,400,400,-,-,2040,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXNLDXX,DEUXX,NLDXX,DEU,NLD,1050,1050,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXNLDXX,DEUXX,NLDXX,DEU,NLD,1000,1000,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNDEUXXNORXX,DEUXX,NORXX,DEU,NOR,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXPOLXX,DEUXX,POLXX,DEU,POL,2000,2000,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXPOLXX,DEUXX,POLXX,DEU,POL,400,400,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXSWEXX,DEUXX,SWEXX,DEU,SWE,700,700,-,-,2030,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDEUXXSWEXX,DEUXX,SWEXX,DEU,SWE,700,700,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDJIXXERIXX,DJIXX,ERIXX,DJI,ERI,0,0,-,-,-,https://www.sciencedirect.com/science/article/pii/S097308262030243X#f0015,-,-,-
TRNDJIXXETHXX,DJIXX,ETHXX,DJI,ETH,160,160,230;230,-,2026,https://projectsportal.afdb.org/dataportal/VProject/show/P-Z1-FA0-179,-,Double circuit line with each circuit having a rated capacity of 160 MW. ,-
TRNDJIXXSOMXX,DJIXX,SOMXX,DJI,SOM,0,0,-,-,-,-,-,-,As part of the Ethiopia Djibouti Second Power Interconnection Project it has been mentioned that this will open up further possibilities for interconnection with Somalia but it seems like there are no concrete plans as of now.
TRNDJIXXYEMXX,DJIXX,YEMXX,DJI,YEM,0,0,-,-,-,https://www.sciencedirect.com/science/article/pii/S097308262030243X?ref=pdf_download&fr=RR-2&rr=81ba8ea84e943021,-,-,A subsea transmission link between DJI and YEM (400 kV) has been proposed in the past but it seems that there are no concrete plans as of now.
TRNDNKXXGBRXX,DNKXX,GBRXX,DNK,GBR,1400,1400,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDNKXXGBRXX,DNKXX,GBRXX,DNK,GBR,1400,1400,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNDNKXXNLDXX,DNKXX,NLDXX,DNK,NLD,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDNKXXNORXX,DNKXX,NORXX,DNK,NOR,0,0,-,-,-,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDNKXXSWEXX,DNKXX,SWEXX,DNK,SWE,700,700,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNDOMXXHTIXX,DOMXX,HTIXX,DOM,HTI,0,0,-,-,-,https://deetkenimpact.com/blog/its-time-for-a-renewable-energy-transition-in-haiti/,-,-,Haiti consists of multiple isolated micogrids with not centralized system nor integration with the Dominican Republic.
TRNDZAXXESHXX,DZAXX,ESHXX,DZA,ESH,0,0,-,-,-,https://mc-cd8320d4-36a1-40ac-83cc-3389-cdn-endpoint.azureedge.net/-/media/Files/IRENA/Agency/Publication/2023/Jan/IRENA_Planning_Prospects_NAfrica_2023.pdf?rev=3c742bf754a540d8929a5856aaa4575f,-,-,-
TRNDZAXXESPXX,DZAXX,ESPXX,DZA,ESP,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNDZAXXFRAXX,DZAXX,FRAXX,DZA,FRA,0,0,-,-,-,https://mc-cd8320d4-36a1-40ac-83cc-3389-cdn-endpoint.azureedge.net/-/media/Files/IRENA/Agency/Publication/2023/Jan/IRENA_Planning_Prospects_NAfrica_2023.pdf?rev=3c742bf754a540d8929a5856aaa4575f,-,-,-
TRNDZAXXITAXX,DZAXX,ITAXX,DZA,ITA,0,0,-,-,-,-,-,-,"No planned capacity or existing capacity. Feasibility studies have been undertaken, but no planned capacity at present."
TRNDZAXXLBYXX,DZAXX,LBYXX,DZA,LBY,0,0,-,-,-,https://www.sciencedirect.com/science/article/pii/S2096511718300033#f0025,-,-,"Proposed lines as part of the MEDGRID project, but no planned capacity at present."
TRNDZAXXMARXX,DZAXX,MARXX,DZA,MAR,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNDZAXXMLIXX,DZAXX,MLIXX,DZA,MLI,0,0,-,-,-,https://www.sciencedirect.com/science/article/pii/S2096511723000191,-,-,PG 116 - Planned capacity source which details planned/under-study interconnectors among Med-TSO countries
TRNDZAXXMRTXX,DZAXX,MRTXX,DZA,MRT,0,0,-,-,-,https://mc-cd8320d4-36a1-40ac-83cc-3389-cdn-endpoint.azureedge.net/-/media/Files/IRENA/Agency/Publication/2023/Jan/IRENA_Planning_Prospects_NAfrica_2023.pdf?rev=3c742bf754a540d8929a5856aaa4575f,-,-,-
TRNDZAXXNERXX,DZAXX,NERXX,DZA,NER,0,0,-,-,-,https://mc-cd8320d4-36a1-40ac-83cc-3389-cdn-endpoint.azureedge.net/-/media/Files/IRENA/Agency/Publication/2023/Jan/IRENA_Planning_Prospects_NAfrica_2023.pdf?rev=3c742bf754a540d8929a5856aaa4575f,-,-,-
TRNDZAXXTUNXX,DZAXX,TUNXX,DZA,TUN,0,0,-,-,-,https://mc-cd8320d4-36a1-40ac-83cc-3389-cdn-endpoint.azureedge.net/-/media/Files/IRENA/Agency/Publication/2023/Jan/IRENA_Planning_Prospects_NAfrica_2023.pdf?rev=3c742bf754a540d8929a5856aaa4575f,-,-,-
TRNECUXXPERXX,ECUXX,PERXX,ECU,PER,500,550,500,574,2024,https://www.sciencedirect.com/science/article/pii/S0378779623000809,https://www.investinperu.pe/RepositorioAPS0/0/2/jer/LT_500KV_PIURA/3_-_Equivalente_externo_el_Sistema_-_Inf_SPL-007_Interconexion_Ecuador_Peru.pdf,"Assumed capacities for the newly planned 500 kV line equals the reported maximum directional flow in 2024 (600 MW ECU - PER, 650 MW PER - ECU) - the existing capacities (100 MW). ",-
TRNEGYXXGRCXX,EGYXX,GRCXX,EGY,GRC,5000,0,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNEGYXXISRXX,EGYXX,ISRXX,EGY,ISR,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNEGYXXJORXX,EGYXX,JORXX,EGY,JOR,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNEGYXXLBYXX,EGYXX,LBYXX,EGY,LBY,500,500,-,-,-,https://www.eia.gov/international/analysis/country/LBY,-,-,-
TRNEGYXXSAUXX,EGYXX,SAUXX,EGY,SAU,3000,3000,500,1350,2025,https://www.iea.org/policies/14291-egypt-saudi-electricity-interconnection-project#,https://www.hitachienergy.com/uk-ie/en/about-us/customer-success-stories/saudi-arabia-egypt,-,-
TRNEGYXXSDNXX,EGYXX,SDNXX,EGY,SDN,1000,1000,500,170,-,https://www.au-pida.org/view-project/309/,-,-,-
TRNERIXXETHXX,ERIXX,ETHXX,ERI,ETH,100,100,-,-,-,https://www.sciencedirect.com/science/article/pii/S097308262030243X#f0005,-,-,-
TRNERIXXSAUXX,ERIXX,SAUXX,ERI,SAU,0,0,-,-,-,https://reglobal.org/saudi-arabia-strengthens-transmission-ties-with-neighbours/,-,-,In the past proposed as a conceptual subsea HVDC link but no concrete plans as of now.
TRNERIXXSDNXX,ERIXX,SDNXX,ERI,SDN,150,150,-,-,-,https://www.sciencedirect.com/science/article/pii/S097308262030243X#f0005,-,-,-
TRNERIXXYEMXX,ERIXX,YEMXX,ERI,YEM,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNESHXXMARXX,ESHXX,MARXX,ESH,MAR,0,0,400,-,-,https://www.sciencedirect.com/science/article/pii/S0962629823000495#bib85,-,-,-
TRNESHXXMRTXX,ESHXX,MRTXX,ESH,MRT,0,0,-,-,-,https://www.res4med.org/wp-content/uploads/2018/06/Country-profile-Marocco-2.pdf,-,-,"Regarding planned capacity, reference provided on pg 20 shows no planned capacity."
TRNESPXXFRAXX,ESPXX,FRAXX,ESP,FRA,2200,2200,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNESPXXFRAXX,ESPXX,FRAXX,ESP,FRA,1500,1500,-,-,2040,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNESPXXFRAXX,ESPXX,FRAXX,ESP,FRA,1500,1500,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNESPXXMARXX,ESPXX,MARXX,ESP,MAR,0,0,-,-,-,-,-,-,No information on new planned capacity found.
TRNESPXXPRTXX,ESPXX,PRTXX,ESP,PRT,1900,1500,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNESTXXFINXX,ESTXX,FINXX,EST,FIN,700,700,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNESTXXLVAXX,ESTXX,LVAXX,EST,LVA,1100,1100,-,-,2025,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,-,-
TRNESTXXLVAXX,ESTXX,LVAXX,EST,LVA,1000,1000,-,-,2045,https://ember-climate.org/data/data-tools/electricity-interconnection-europe/,https://docs.google.com/spreadsheets/d/1NfuG5KZw0k_W-zo-2orJOZkrr6nv1OeOQZzY61KNS4M/edit?usp=sharing,"The EMBER dataset includes a column with expected 2040 capacities + projects in permitting, planning and under consideration. We assume that these capacities are commissioned by 2045.",-
TRNESTXXRUSNW,ESTXX,RUSNW,EST,RUS,0,0,-,-,-,https://www.reuters.com/business/energy/estonia-lithuania-says-baltic-states-decouple-russian-power-grid-early-2025-2023-07-17/,-,Transmission lines do exist between the baltic states and RUSNW but the baltic states are working on decoupling from the RUSNW grid in either 2024/2025 so we made the assumption to set existing capacities to 0. This also means that no new projects are on the horizon.,-
